Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Status_encoded,approval_rate_1st,failure_rate_1st,approval_rate_2nd,failure_rate_2nd,grade_avg
1,1,1,9500,1,1,130.0,1,38,37,5,10,117.8,1,0,0,1,1,0,19,0,0,8,0,0,8,0,10.8,1.4,1.74,Graduate,1,0.8749998906250137,0.12499998437500197,0.8749998906250137,0.12499998437500197,15.885714285714286
1,1,1,9500,1,1,142.0,1,1,38,9,9,127.0,0,0,1,0,1,0,21,0,0,12,0,0,12,0,12.4,0.5,1.79,Dropout,0,0.57142848979593,0.4285713673469475,0.57142848979593,0.4285713673469475,12.26
2,39,1,8014,0,1,150.0,1,37,37,9,9,140.0,0,0,0,0,1,0,35,0,0,6,0,0,6,0,9.4,-0.8,-3.12,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,14.083333333333332
2,39,1,171,1,12,110.0,1,37,37,7,7,106.0,1,0,0,1,1,0,36,0,0,0,0,0,0,0,7.6,2.6,0.32,Graduate,1,0.0,0.0,0.0,0.0,0.0
4,39,1,9500,1,19,110.0,1,37,38,5,5,151.0,0,0,1,0,1,0,47,0,0,7,7,0,8,8,15.5,2.8,-4.06,Dropout,0,0.0,0.9999998571428775,0.0,0.9999998750000157,0.0
1,18,1,9991,0,1,112.0,1,43,40,2,2,106.4,0,0,0,1,1,0,22,0,0,0,0,0,0,0,8.9,1.4,3.51,Dropout,0,0.0,0.99999980000004,0.0,0.99999980000004,0.0
2,39,1,9991,0,1,100.0,1,37,37,9,9,125.3,1,0,0,1,1,0,41,0,0,8,0,0,8,1,7.6,2.6,0.32,Dropout,0,0.799999840000032,0.199999960000008,0.599999880000024,0.399999920000016,11.125
1,7,1,9119,1,3,130.0,1,34,34,90,90,130.0,0,0,0,1,1,0,26,0,0,5,0,0,6,0,10.8,1.4,1.74,Dropout,0,0.0,0.99999980000004,0.0,0.99999980000004,0.0
2,39,1,8014,0,1,133.1,1,34,34,90,90,116.0,0,0,0,0,0,0,51,0,0,13,0,0,12,1,10.8,1.4,1.74,Dropout,0,0.6666665555555741,0.33333327777778704,0.0,0.9999998333333611,5.625
2,39,2,8014,0,1,100.0,1,34,34,0,0,100.0,1,0,0,1,0,0,41,0,0,9,0,1,10,1,7.6,2.6,0.32,Graduate,1,0.8333331944444675,0.16666663888889352,0.49999991666668053,0.49999991666668053,11.233333333333334
1,43,2,9147,1,1,130.0,1,34,37,9,9,118.5,1,0,0,1,1,0,23,0,5,19,1,4,16,3,7.6,2.6,0.32,Graduate,1,0.7999999200000081,0.19999998000000202,0.99999990000001,0.0,11.40340909090909
1,43,2,9238,1,1,129.0,1,34,30,0,5,118.9,1,0,0,1,1,0,22,0,0,11,0,0,10,0,9.4,-0.8,-3.12,Dropout,0,0.0,0.9999998333333611,0.0,0.99999980000004,0.0
1,17,2,9070,1,1,127.0,1,37,37,9,9,119.3,1,1,0,1,1,1,25,0,0,8,0,0,6,0,12.7,3.7,-1.7,Dropout,0,0.6666665555555741,0.33333327777778704,0.6666665555555741,0.33333327777778704,10.75
1,43,1,9991,0,1,140.0,1,37,37,9,9,135.8,1,0,0,1,1,0,25,0,14,16,0,13,14,0,9.4,-0.8,-3.12,Graduate,1,0.9999999333333378,0.0,0.9999999285714337,0.0,11.07857142857143
1,53,1,171,1,42,130.0,1,1,19,9,9,130.0,1,0,0,0,1,1,22,0,5,15,0,4,16,0,8.9,1.4,3.51,Graduate,1,0.9166665902777842,0.08333332638888948,0.9999999090909174,0.0,12.606060606060606
1,39,1,9085,1,2,140.0,1,38,38,9,10,150.0,0,0,0,1,1,0,47,0,0,0,0,0,0,0,16.2,0.3,-0.92,Dropout,0,0.0,0.9999998333333611,0.0,0.9999998333333611,0.0
2,39,1,9991,0,19,133.1,1,37,37,5,5,111.9,1,0,0,1,1,0,41,0,0,5,0,0,5,0,7.6,2.6,0.32,Dropout,0,0.0,0.99999980000004,0.0,0.99999980000004,0.0
1,39,1,9003,1,1,120.0,1,37,37,9,9,150.1,1,0,0,1,1,0,43,0,0,9,0,0,11,0,13.9,-0.3,0.79,Graduate,1,0.9999998333333611,0.0,0.8333331944444675,0.16666663888889352,13.48888888888889
1,39,1,9003,1,1,133.1,1,1,37,9,8,130.0,0,0,0,1,1,0,29,0,0,4,0,0,8,0,16.2,0.3,-0.92,Dropout,0,0.0,0.9999996666667778,0.0,0.9999997500000625,0.0
1,39,2,9119,1,1,120.0,1,37,37,5,5,128.0,0,0,0,1,1,0,30,0,0,2,0,0,2,0,7.6,2.6,0.32,Dropout,0,0.0,0.99999950000025,0.0,0.99999950000025,0.0
1,39,2,9147,1,38,133.1,1,19,38,9,9,102.5,0,0,0,0,1,0,26,0,0,4,0,0,0,0,12.7,3.7,-1.7,Dropout,0,0.0,0.9999997500000625,0.0,0.99999980000004,0.0
1,39,2,9991,0,1,133.1,1,19,38,9,9,102.5,0,0,0,0,1,0,27,0,0,10,0,0,5,0,15.5,2.8,-4.06,Dropout,0,0.0,0.99999980000004,0.0,0.99999980000004,0.0
2,39,2,9670,1,1,100.0,1,37,37,9,9,110.0,0,0,0,1,1,1,36,0,0,5,0,0,7,0,9.4,-0.8,-3.12,Graduate,1,0.99999980000004,0.0,0.99999980000004,0.0,11.5
1,39,1,9003,1,19,133.1,1,1,19,4,10,114.0,0,0,0,1,1,0,29,0,3,13,0,2,10,0,15.5,2.8,-4.06,Dropout,0,0.6666665925926009,0.33333329629630043,0.857142734693895,0.1428571224489825,11.261904761904763
1,42,1,9119,1,1,120.0,1,34,34,0,0,128.2,1,0,0,1,1,0,35,0,6,12,0,2,8,0,9.4,-0.8,-3.12,Dropout,0,0.699999930000007,0.299999970000003,0.6249999218750099,0.3749999531250059,12.142857142857142
1,1,1,9773,1,1,128.0,1,38,38,6,3,116.5,0,0,0,1,1,1,18,0,0,12,0,0,10,0,10.8,1.4,1.74,Graduate,1,0.6666665555555741,0.33333327777778704,0.8333331944444675,0.16666663888889352,12.05
1,1,1,9991,0,1,172.0,1,38,37,9,9,149.3,0,0,0,1,1,1,24,0,0,5,0,0,5,0,8.9,1.4,3.51,Graduate,1,0.99999980000004,0.0,0.99999980000004,0.0,16.0
1,1,3,9773,1,1,146.0,1,38,38,9,7,134.1,1,0,0,1,1,1,18,0,0,6,0,0,7,0,10.8,1.4,1.74,Dropout,0,0.9999998333333611,0.0,0.9999998333333611,0.0,12.583333333333332
1,42,1,9119,1,1,150.0,1,38,37,5,8,133.5,1,0,0,1,1,0,21,0,0,10,0,0,10,0,9.4,-0.8,-3.12,Graduate,1,0.99999980000004,0.0,0.99999980000004,0.0,12.8
1,39,1,9003,1,1,130.0,1,1,3,2,6,110.0,0,0,0,1,1,0,32,0,8,27,1,7,18,0,15.5,2.8,-4.06,Graduate,1,0.7222221820987677,0.27777776234567986,0.9999999166666736,0.0,12.898809523809524
1,1,4,9119,1,1,111.0,1,37,37,9,5,107.5,1,0,0,1,1,1,22,0,0,9,0,0,14,0,11.1,0.6,2.02,Dropout,0,0.599999880000024,0.399999920000016,0.49999991666668053,0.49999991666668053,12.416666666666668
1,7,1,9003,1,3,130.0,1,1,38,9,7,130.0,1,0,0,0,1,0,32,0,11,31,4,10,24,1,15.5,2.8,-4.06,Dropout,0,0.6470587854671302,0.35294115570934376,0.8333332638888947,0.16666665277777895,12.713636363636365
1,43,1,9670,1,6,170.0,1,34,34,0,0,111.6,0,0,0,1,1,0,35,0,1,5,0,0,5,0,9.4,-0.8,-3.12,Dropout,0,0.199999960000008,0.799999840000032,0.0,0.99999980000004,7.0
1,18,3,9147,1,1,133.1,1,1,38,4,7,101.0,1,0,0,0,1,0,23,0,0,0,0,0,0,0,8.9,1.4,3.51,Dropout,0,0.0,0.99999980000004,0.0,0.99999980000004,0.0
2,43,1,9670,1,1,120.0,1,34,34,0,0,128.2,0,0,0,1,1,0,35,0,0,5,0,0,5,0,9.4,-0.8,-3.12,Dropout,0,0.0,0.99999980000004,0.199999960000008,0.799999840000032,5.0
2,39,1,9003,1,3,110.0,1,3,19,4,6,150.0,0,0,0,1,1,0,32,0,0,8,0,6,14,0,16.2,0.3,-0.92,Graduate,1,0.9999998333333611,0.0,0.9999999166666736,0.0,18.283653846153847
1,1,1,9853,1,1,133.1,1,34,34,0,0,142.8,0,0,0,1,1,0,20,0,0,12,0,0,12,0,7.6,2.6,0.32,Dropout,0,0.0,0.9999998333333611,0.0,0.9999998333333611,0.0
1,7,1,9991,0,40,150.0,1,37,37,6,6,150.0,1,0,0,1,1,0,44,0,3,9,0,0,6,0,8.9,1.4,3.51,Dropout,0,0.9999998571428775,0.0,0.99999980000004,0.0,14.85
2,39,1,9254,1,19,133.1,1,37,19,9,10,156.5,0,0,0,1,1,0,53,0,7,12,7,4,10,4,16.2,0.3,-0.92,Graduate,1,0.1818181652892577,0.8181817438016598,0.33333329629630043,0.6666665925926009,12.5
1,39,1,9119,1,19,120.0,1,37,37,9,4,98.6,0,0,1,0,1,0,28,0,0,10,0,0,7,0,12.4,0.5,1.79,Dropout,0,0.0,0.99999980000004,0.0,0.99999980000004,0.0
1,7,1,9991,0,3,130.0,1,37,37,9,9,130.0,0,0,0,1,1,0,31,0,9,9,0,5,5,0,12.7,3.7,-1.7,Dropout,0,0.9999998888889013,0.0,0.99999980000004,0.0,13.51111111111111
1,39,1,9003,1,1,100.0,1,1,3,9,10,120.0,0,0,1,0,1,0,44,0,2,14,2,0,16,1,15.5,2.8,-4.06,Dropout,0,0.57142848979593,0.4285713673469475,0.0,0.9999998333333611,6.0
1,1,1,9085,1,1,142.0,1,1,1,9,9,127.7,1,0,0,1,1,0,19,0,0,9,1,0,8,0,12.7,3.7,-1.7,Graduate,1,0.99999980000004,0.0,0.799999840000032,0.199999960000008,12.3
1,18,1,9119,1,1,148.0,1,3,19,3,5,147.7,0,0,0,1,1,1,18,0,0,5,0,0,5,0,9.4,-0.8,-3.12,Dropout,0,0.0,0.99999980000004,0.0,0.99999980000004,0.0
1,44,1,9003,1,39,170.0,1,19,19,5,5,170.0,1,0,0,1,1,0,20,0,0,8,0,0,10,0,16.2,0.3,-0.92,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,14.9
1,39,1,9070,1,1,110.0,1,37,37,7,7,110.2,0,0,0,1,1,0,55,0,0,6,0,0,6,0,11.1,0.6,2.02,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,14.0
1,17,2,9119,1,1,135.0,1,12,19,5,5,121.0,0,0,0,1,1,0,19,0,0,0,0,0,0,0,12.4,0.5,1.79,Dropout,0,0.0,0.99999980000004,0.0,0.99999980000004,0.0
1,1,1,9147,1,1,133.0,1,19,37,9,9,129.9,0,0,0,1,1,0,18,0,0,5,0,0,5,0,12.4,0.5,1.79,Graduate,1,0.99999980000004,0.0,0.99999980000004,0.0,12.399999999999999
2,39,1,9773,1,1,133.1,1,37,37,7,4,132.0,0,0,0,1,1,0,43,0,0,10,0,0,7,0,15.5,2.8,-4.06,Dropout,0,0.6666665555555741,0.33333327777778704,0.0,0.9999998333333611,5.875
1,18,3,9254,1,1,121.0,1,19,19,9,6,125.9,1,0,0,1,1,0,18,0,0,0,0,0,0,0,13.9,-0.3,0.79,Dropout,0,0.0,0.9999998333333611,0.0,0.9999998333333611,0.0
1,1,1,171,1,1,159.0,1,3,3,2,2,165.7,1,0,0,1,1,0,18,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout,0,0.0,0.0,0.0,0.0,0.0
1,17,5,9254,1,1,130.0,1,37,38,9,9,122.7,1,0,1,1,1,1,20,0,0,7,0,0,6,0,8.9,1.4,3.51,Dropout,0,0.0,0.9999998333333611,0.0,0.9999998333333611,0.0
2,39,1,9991,0,1,121.0,1,37,19,9,9,141.4,0,0,1,0,1,0,29,0,0,7,0,0,8,0,10.8,1.4,1.74,Dropout,0,0.799999840000032,0.199999960000008,0.799999840000032,0.199999960000008,11.525
1,39,1,9130,1,19,133.1,1,37,37,9,10,156.4,1,0,1,1,1,0,44,0,0,9,0,0,11,0,13.9,-0.3,0.79,Dropout,0,0.8333331944444675,0.16666663888889352,0.0,0.9999998333333611,5.785714285714286
1,43,1,9070,1,1,125.0,1,38,37,8,7,131.7,1,0,0,1,1,0,20,0,3,6,0,3,12,0,12.4,0.5,1.79,Dropout,0,0.6666665555555741,0.33333327777778704,0.33333329629630043,0.6666665925926009,12.708333333333332
2,39,2,9147,1,1,120.0,1,37,37,9,9,104.7,1,0,0,1,1,0,36,0,0,4,0,0,9,0,10.8,1.4,1.74,Dropout,0,0.0,0.9999997500000625,0.0,0.99999980000004,0.0
2,39,1,9085,1,19,110.0,1,37,37,90,90,110.0,0,0,0,0,1,0,29,0,0,5,0,0,5,0,12.7,3.7,-1.7,Dropout,0,0.0,0.99999980000004,0.0,0.99999980000004,0.0
1,1,1,9670,1,1,120.0,1,1,1,9,9,129.1,1,0,0,1,1,0,18,0,0,6,0,0,10,0,10.8,1.4,1.74,Dropout,0,0.6666665555555741,0.33333327777778704,0.49999991666668053,0.49999991666668053,10.791666666666668
1,39,1,9003,1,1,133.1,1,1,1,1,6,120.0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,13.9,-0.3,0.79,Dropout,0,0.0,0.9999998333333611,0.0,0.9999998333333611,0.0
1,1,1,9773,1,1,133.1,1,3,19,2,5,127.0,0,0,0,1,1,0,20,0,0,6,0,0,7,0,15.5,2.8,-4.06,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,14.666666666666668
2,39,1,8014,0,19,133.1,1,19,37,9,9,151.5,0,0,1,0,1,0,45,0,0,7,0,0,5,0,16.2,0.3,-0.92,Dropout,0,0.0,0.9999998333333611,0.0,0.99999980000004,0.0
1,43,2,9500,1,1,130.0,1,38,37,4,4,126.8,1,0,0,1,1,1,28,0,18,23,3,18,23,3,7.6,2.6,0.32,Graduate,1,0.8695651795841226,0.1304347769376184,0.8695651795841226,0.1304347769376184,13.5
1,1,1,9500,1,1,128.0,1,1,19,4,7,125.6,1,0,0,1,1,0,18,0,0,7,0,0,11,0,12.4,0.5,1.79,Graduate,1,0.9999998571428775,0.0,0.8749998906250137,0.12499998437500197,11.895714285714286
1,1,2,9147,1,1,140.0,1,19,19,9,4,127.8,1,0,0,1,1,0,23,0,0,7,1,0,7,0,9.4,-0.8,-3.12,Dropout,0,0.599999880000024,0.399999920000016,0.599999880000024,0.399999920000016,11.0
1,1,1,9070,1,1,140.0,1,19,19,5,5,131.3,0,0,0,1,1,1,22,0,1,6,0,1,6,0,12.4,0.5,1.79,Graduate,1,0.9999998333333611,0.0,0.8333331944444675,0.16666663888889352,12.533333333333333
1,39,1,9991,0,12,120.0,1,37,38,5,5,155.7,0,0,0,1,1,0,33,0,0,5,0,0,6,0,10.8,1.4,1.74,Graduate,1,0.99999980000004,0.0,0.99999980000004,0.0,14.016666666666666
1,53,1,9003,1,42,130.0,1,1,38,9,6,128.5,0,0,0,1,1,0,21,0,7,20,0,5,14,0,8.9,1.4,3.51,Graduate,1,0.8333332638888947,0.16666665277777895,0.9166665902777842,0.08333332638888948,12.440909090909091
2,39,1,9147,1,1,100.0,1,37,37,9,5,170.0,0,0,0,1,1,0,45,0,0,6,0,0,5,0,15.5,2.8,-4.06,Graduate,1,0.99999980000004,0.0,0.99999980000004,0.0,14.816666666666666
2,39,1,9003,1,1,133.1,1,37,37,9,9,100.0,0,0,0,0,1,0,44,0,4,10,0,1,8,0,15.5,2.8,-4.06,Dropout,0,0.39999996000000404,0.599999940000006,0.1428571224489825,0.857142734693895,11.75
4,39,1,9670,1,1,110.0,1,19,19,90,99,107.2,0,0,0,1,1,0,42,0,0,0,0,0,0,0,12.7,3.7,-1.7,Dropout,0,0.0,0.9999998333333611,0.0,0.9999998333333611,0.0
1,18,1,9147,1,1,147.0,1,19,1,9,7,139.3,1,0,0,1,1,0,20,0,0,0,0,0,0,0,12.4,0.5,1.79,Dropout,0,0.0,0.99999980000004,0.0,0.99999980000004,0.0
1,1,2,9254,1,1,137.0,1,1,38,2,8,122.3,1,0,0,1,1,1,20,0,0,7,0,0,6,0,8.9,1.4,3.51,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,13.607142857142858
1,51,1,8014,0,1,120.0,1,1,1,4,4,128.5,0,0,1,0,1,0,26,0,2,13,0,5,16,0,12.4,0.5,1.79,Dropout,0,0.4999999375000079,0.4999999375000079,0.699999930000007,0.299999970000003,10.464285714285715
2,39,1,9003,1,1,133.1,1,37,37,8,7,150.0,0,0,0,1,1,0,31,0,0,10,0,0,11,0,13.9,-0.3,0.79,Graduate,1,0.9999998333333611,0.0,0.8333331944444675,0.16666663888889352,13.75
1,1,1,9773,1,1,142.0,1,1,19,9,9,136.1,0,0,1,1,1,1,19,0,0,6,0,0,6,0,16.2,0.3,-0.92,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,13.333333333333332
1,39,1,9773,1,19,100.0,1,37,37,0,0,128.0,1,0,0,1,1,0,28,0,0,7,0,0,6,0,7.6,2.6,0.32,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,13.416666666666666
1,1,1,171,1,1,149.0,1,19,37,9,9,158.1,1,0,0,1,1,1,20,0,0,0,0,0,0,0,10.8,1.4,1.74,Graduate,1,0.0,0.0,0.0,0.0,0.0
2,1,2,8014,0,1,110.0,1,37,1,9,10,108.7,1,0,0,1,0,0,43,0,0,6,0,0,6,0,9.4,-0.8,-3.12,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,12.75
1,39,1,171,1,19,133.1,101,1,19,2,7,110.0,0,0,0,1,1,1,25,1,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout,0,0.0,0.0,0.0,0.0,0.0
1,39,1,9238,1,19,133.1,1,37,37,9,9,120.0,0,1,1,1,0,0,40,0,0,13,0,0,10,0,16.2,0.3,-0.92,Dropout,0,0.33333327777778704,0.6666665555555741,0.16666663888889352,0.8333331944444675,12.5
1,44,1,9085,1,39,150.0,6,5,4,1,1,150.0,0,0,0,1,0,0,20,1,2,7,0,1,16,0,12.4,0.5,1.79,Graduate,1,0.9999998333333611,0.0,0.8333331944444675,0.16666663888889352,13.354166666666668
2,39,1,8014,0,12,133.1,1,37,37,9,1,113.0,0,0,0,1,0,0,46,0,0,13,0,0,6,0,11.1,0.6,2.02,Graduate,1,0.49999991666668053,0.49999991666668053,0.9999998333333611,0.0,12.833333333333334
1,51,1,33,1,1,121.0,1,19,37,5,7,118.6,0,0,0,1,0,0,26,0,14,23,0,10,18,0,8.9,1.4,3.51,Graduate,1,0.9523809070294805,0.04761904535147403,0.9999999285714337,0.0,12.412337662337663
2,39,1,9500,1,1,133.1,1,3,1,5,5,148.8,0,0,0,1,0,1,34,0,0,7,0,0,9,0,12.4,0.5,1.79,Graduate,1,0.857142734693895,0.1428571224489825,0.8749998906250137,0.12499998437500197,12.792380952380952
1,18,3,9853,1,1,122.0,1,38,37,9,5,120.3,1,0,0,1,0,0,19,0,0,0,0,0,0,0,10.8,1.4,1.74,Dropout,0,0.0,0.9999998333333611,0.0,0.9999998333333611,0.0
1,1,6,9500,1,1,143.0,1,19,19,9,9,127.0,1,0,0,1,0,1,18,0,0,8,0,0,8,0,12.7,3.7,-1.7,Graduate,1,0.8749998906250137,0.12499998437500197,0.8749998906250137,0.12499998437500197,13.585714285714284
1,1,1,9556,1,1,123.0,1,19,19,4,9,113.8,1,0,0,1,0,0,18,0,0,9,0,0,10,0,12.7,3.7,-1.7,Graduate,1,0.9999998571428775,0.0,0.9999998750000157,0.0,11.290277777777778
1,39,1,8014,0,1,120.0,1,38,37,9,7,108.0,0,0,0,1,1,1,37,0,1,9,0,1,7,0,13.9,-0.3,0.79,Graduate,1,0.857142734693895,0.1428571224489825,0.8333331944444675,0.16666663888889352,11.928571428571429
1,17,1,171,1,1,114.0,1,19,38,9,7,129.1,0,0,0,1,1,1,23,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Graduate,1,0.0,0.0,0.0,0.0,0.0
1,43,1,9070,1,1,114.0,1,19,38,9,7,135.9,0,0,0,1,1,0,26,0,9,14,0,7,13,0,15.5,2.8,-4.06,Graduate,1,0.9999999285714337,0.0,0.9999999230769291,0.0,13.807692307692308
1,10,2,9773,1,1,154.4,22,19,38,3,5,154.4,1,0,0,0,0,0,18,1,0,8,0,0,0,0,10.8,1.4,1.74,Dropout,0,0.8333331944444675,0.16666663888889352,0.0,0.9999998333333611,6.0
1,17,4,9500,1,1,136.0,1,3,3,2,2,132.5,1,0,0,1,0,0,19,0,0,8,0,0,8,0,11.1,0.6,2.02,Graduate,1,0.9999998571428775,0.0,0.9999998750000157,0.0,13.130535714285713
1,10,2,9085,1,1,163.3,22,19,1,4,9,163.3,0,0,0,1,0,0,18,1,0,10,0,0,12,0,12.4,0.5,1.79,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,12.75
1,1,1,9670,1,1,126.0,1,1,3,4,3,122.5,1,0,0,1,0,0,19,0,0,6,0,0,8,0,8.9,1.4,3.51,Dropout,0,0.9999998333333611,0.0,0.8333331944444675,0.16666663888889352,13.066666666666666
1,17,1,9070,1,1,137.0,1,1,1,1,5,131.8,0,0,0,1,0,1,22,0,0,7,0,0,9,0,9.4,-0.8,-3.12,Graduate,1,0.9999998333333611,0.0,0.6666665555555741,0.33333327777778704,12.083333333333332
1,1,3,9500,1,1,139.0,1,19,1,9,5,135.0,1,0,0,1,0,1,18,0,0,8,0,0,8,0,12.7,3.7,-1.7,Graduate,1,0.8749998906250137,0.12499998437500197,0.8749998906250137,0.12499998437500197,12.214285714285714
1,17,1,9254,1,1,142.0,1,19,39,5,4,141.7,0,0,0,1,0,1,18,0,0,8,0,0,6,0,13.9,-0.3,0.79,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,12.833333333333332
1,1,3,9773,1,1,133.1,1,38,38,5,5,131.3,1,0,0,1,0,1,18,0,0,7,0,0,6,0,8.9,1.4,3.51,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,12.892857142857142
1,1,6,9254,1,1,126.0,1,38,37,5,7,123.9,1,0,0,1,0,1,18,0,0,7,0,0,6,0,12.4,0.5,1.79,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,13.0
1,1,2,9254,1,1,131.0,1,4,3,7,4,126.1,1,0,0,1,0,0,18,0,0,8,0,0,6,0,8.9,1.4,3.51,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,11.654761904761905
1,17,6,9500,1,1,131.0,1,1,19,7,7,126.5,1,0,0,1,0,1,19,0,0,8,0,0,9,0,11.1,0.6,2.02,Graduate,1,0.9999998571428775,0.0,0.8749998906250137,0.12499998437500197,13.480714285714285
1,17,1,9853,1,1,108.0,1,19,1,5,5,107.3,0,0,0,1,0,0,20,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout,0,0.0,0.9999998333333611,0.0,0.9999998333333611,0.0
1,17,4,9238,1,1,133.1,1,1,19,9,5,95.0,1,0,0,1,0,1,19,0,0,12,0,0,7,0,15.5,2.8,-4.06,Dropout,0,0.9999998333333611,0.0,0.0,0.9999998333333611,5.833333333333333
1,1,2,9085,1,1,122.0,1,3,1,4,7,116.1,1,0,0,1,0,0,18,0,0,13,0,0,12,0,15.5,2.8,-4.06,Graduate,1,0.9999998333333611,0.0,0.49999991666668053,0.49999991666668053,12.076923076923077
1,1,4,9070,1,1,143.0,1,1,1,9,7,134.6,1,0,0,1,0,1,18,0,0,6,0,0,6,0,12.4,0.5,1.79,Dropout,0,0.9999998333333611,0.0,0.9999998333333611,0.0,13.666666666666668
1,17,6,9500,1,1,135.0,1,19,19,7,7,128.0,1,0,0,1,0,1,18,0,0,7,0,0,8,0,11.1,0.6,2.02,Graduate,1,0.9999998571428775,0.0,0.9999998750000157,0.0,14.048839285714285
1,17,2,9773,1,1,148.0,1,3,38,2,6,144.2,1,0,0,1,0,0,18,0,0,6,0,0,7,0,12.4,0.5,1.79,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,14.726190476190476
1,17,1,9147,1,1,134.0,1,19,38,4,8,129.5,0,0,0,1,0,1,18,0,0,5,0,0,12,0,10.8,1.4,1.74,Graduate,1,0.99999980000004,0.0,0.799999840000032,0.199999960000008,12.1125
1,17,1,9773,1,1,122.0,1,1,1,4,7,116.8,1,0,1,1,0,0,18,0,0,6,0,0,6,0,16.2,0.3,-0.92,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,12.0
1,44,1,9003,1,39,160.0,1,37,38,9,6,160.0,0,0,0,1,0,1,20,0,0,8,0,0,10,0,16.2,0.3,-0.92,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,12.9125
1,16,2,9238,1,1,126.0,1,38,37,3,5,127.1,1,0,0,1,0,1,19,0,0,14,0,0,7,0,9.4,-0.8,-3.12,Graduate,1,0.49999991666668053,0.49999991666668053,0.9999998333333611,0.0,11.833333333333332
1,1,1,9238,1,1,115.0,1,38,38,8,7,112.9,1,0,0,1,0,1,19,0,0,7,0,0,8,0,12.4,0.5,1.79,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,12.5
1,1,1,9670,1,1,130.0,1,19,19,7,7,121.6,0,0,0,1,0,0,19,0,0,7,0,0,6,0,12.4,0.5,1.79,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,15.273809523809524
1,15,1,9670,1,1,130.0,26,42,1,2,7,130.0,0,1,1,1,0,0,20,1,0,6,0,0,9,0,8.9,1.4,3.51,Graduate,1,0.9999998333333611,0.0,0.8333331944444675,0.16666663888889352,13.25
1,18,1,9130,1,1,135.0,1,38,19,9,5,121.7,1,0,0,1,0,1,18,0,0,7,0,0,5,0,10.8,1.4,1.74,Graduate,1,0.799999840000032,0.199999960000008,0.99999980000004,0.0,11.95
1,7,1,9147,1,3,120.0,1,1,39,4,7,120.0,0,0,0,1,0,0,33,0,2,9,0,0,5,0,12.4,0.5,1.79,Dropout,0,0.399999920000016,0.599999880000024,0.0,0.99999980000004,7.0
1,1,1,9853,1,1,148.0,1,19,19,4,5,143.5,0,0,0,1,0,1,19,0,0,8,0,0,6,0,13.9,-0.3,0.79,Dropout,0,0.857142734693895,0.1428571224489825,0.0,0.9999998333333611,6.416666666666667
1,17,2,9556,1,1,136.0,1,1,1,9,9,128.3,0,0,0,1,0,1,18,0,0,7,0,0,8,0,15.5,2.8,-4.06,Graduate,1,0.9999998571428775,0.0,0.9999998750000157,0.0,14.089285714285715
1,17,1,9070,1,1,108.0,1,19,1,4,3,111.9,0,0,0,1,0,0,19,0,0,0,0,0,0,0,8.9,1.4,3.51,Dropout,0,0.0,0.9999998333333611,0.0,0.9999998333333611,0.0
1,1,3,9773,1,1,153.0,1,3,1,2,8,137.6,1,0,0,1,0,0,18,0,0,6,0,0,7,0,12.4,0.5,1.79,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,15.166666666666668
1,1,1,9238,1,1,135.0,1,19,19,9,5,135.0,1,0,0,1,0,0,20,0,0,6,0,0,6,0,10.8,1.4,1.74,Graduate,1,0.9999998333333611,0.0,0.9999998333333611,0.0,12.833333333333334
